"State","Year","obs","perc_job/ind","ind"
"47","2017","328","0.05554059797581","2"
"48","1960","12601","2.1337410826014","2"
"48","1980","3790","0.64176483636689","2"
"48","1990","12949","2.192668302405","2"
"48","2000","9052","1.53278503925941","2"
"48","2010","1455","0.24637673797198","2"
"48","2017","1293","0.21894510116686","2"
"49","1960","713","0.12073306816084","2"
"49","1980","298","0.05046066523412","2"
"49","1990","1222","0.20692259367819","2"
"49","2000","921","0.15595393516989","2"
"49","2010","154","0.02607698807401","2"
"49","2017","131","0.02218237297204","2"
"50","1960","690","0.11683845305888","2"
"50","1980","244","0.04131678629908","2"
"50","1990","705","0.11937841942972","2"
"50","2000","602","0.10193731701658","2"
"50","2010","99","0.01676377804757","2"
"50","2017","98","0.01659444695618","2"
"51","1960","4570","0.77384308765085","2"
"51","1980","1280","0.21674379697879","2"
"51","1990","2942","0.49817207086844","2"
"51","2000","1796","0.30411864013587","2"
"51","2010","311","0.05266196942219","2"
"51","2017","241","0.04080879302491","2"
"53","1960","2718","0.46024190639715","2"
"53","1980","1511","0.25585927908981","2"
"53","1990","4727","0.80042806899903","2"
"53","2000","4158","0.7040786779983","2"
"53","2010","736","0.1246276832628","2"
"53","2017","743","0.12581300090253","2"
"54","1960","1031","0.17458035522276","2"
"54","1980","230","0.03894615101962","2"
"54","1990","524","0.08872949188819","2"
"54","2000","472","0.07992427513593","2"
"54","2010","61","0.01032919657477","2"
"54","2017","42","0.00711190583836","2"
"55","1960","7456","1.26253261740147","2"
"55","1980","2598","0.43992217543039","2"
"55","1990","8881","1.50382942263177","2"
"55","2000","6190","1.04815945570214","2"
"55","2010","1171","0.19828670801731","2"
"55","2017","1141","0.19320677527562","2"
"56","1960","686","0.11616112869332","2"
"56","1980","259","0.04385675266992","2"
"56","1990","699","0.11836243288138","2"
"56","2000","661","0.11192785140858","2"
"56","2010","96","0.0162557847734","2"
"56","2017","110","0.01862642005286","2"
"1","1960","5348","0.60446317160062","3"
"1","1980","1052","0.11890337631336","3"
"1","1990","3066","0.34653778686004","3"
"1","2000","2804","0.31692496880481","3"
"1","2010","536","0.06058194838779","3"
"1","2015","480","0.05425249109354","3"
"1","2017","507","0.05730419371756","3"
"2","1960","264","0.02983887010145","3"
"2","1980","135","0.01525851312006","3"
"2","1990","435","0.04916632005352","3"
"2","2000","335","0.03786371774237","3"
"2","2010","46","0.00519919706313","3"
"2","2015","65","0.00734669150225","3"
"2","2017","51","0.00576432717868","3"
"4","1960","1887","0.21328010561151","3"
"4","1980","1111","0.12557191167694","3"
"4","1990","4111","0.46464998101162","3"
"4","2000","3210","0.36281353418811","3"
"4","2010","732","0.08273504891766","3"
"4","2015","717","0.08103965857098","3"
"4","2017","838","0.09471580736748","3"
"5","1960","2533","0.28629491654158","3"
"5","1980","595","0.06725048375137","3"
"5","1990","1607","0.18163281914027","3"
"5","2000","1714","0.19372660361321","3"
"5","2010","337","0.03808976978859","3"
"5","2015","307","0.03469898909524","3"
"5","2017","327","0.03695950955748","3"
"6","1960","23205","2.62276886630377","3"
"6","1980","12095","1.36704974953433","3"
"6","1990","37708","4.26198527949075","3"
"6","2000","21980","2.48431198799211","3"
"6","2010","4638","0.52421469519142","3"
"6","2015","4991","0.5641128813498","3"
"6","2017","5030","0.56852089625115","3"
"8","1960","2327","0.2630115557806","3"
"8","1980","1430","0.16162721304953","3"
"8","1990","4495","0.50805197388646","3"
"8","2000","2958","0.33433097636399","3"
"8","2010","650","0.07346691502251","3"
"8","2015","711","0.08036150243232","3"
"8","2017","746","0.08431741324122","3"
"9","1960","2842","0.32121995768305","3"
"9","1980","1356","0.15326328733927","3"
"9","1990","3488","0.39423476861312","3"
"9","2000","2069","0.23385084181782","3"
"9","2010","411","0.04645369549885","3"
"9","2015","405","0.04577553936018","3"
"9","2017","443","0.05007052823842","3"
"10","1960","523","0.05911261008734","3"
"10","1980","205","0.02317033473787","3"
"10","1990","737","0.08330017903322","3"
"10","2000","483","0.05459156916288","3"
"10","2010","104","0.0117547064036","3"
"10","2015","88","0.00994629003381","3"
"10","2017","103","0.01164168038049","3"
"11","1960","2173","0.24560554822142","3"
"11","1980","833","0.09415067725193","3"
"11","1990","1556","0.17586849196158","3"
"11","2000","446","0.05040960630775","3"
"11","2010","88","0.00994629003381","3"
"11","2015","86","0.00972023798759","3"
"11","2017","100","0.01130260231115","3"
"12","1960","10600","1.19807584498254","3"
"12","1980","4198","0.47448324502233","3"
"12","1990","16070","1.81632819140278","3"
"12","2000","10603","1.19841492305188","3"
"12","2010","2461","0.27815704287755","3"
"12","2015","2609","0.29488489429806","3"
"12","2017","2682","0.3031357939852","3"
"13","1960","7335","0.8290458795233","3"
"13","1980","1904","0.21520154800441","3"
"13","1990","6999","0.79106913575781","3"
"13","2000","5385","0.60864513445575","3"
"13","2010","1129","0.12760638009295","3"
"13","2015","1210","0.13676148796498","3"
"13","2017","1229","0.1389089824041","3"
"15","1960","785","0.08872542814257","3"
"15","1980","390","0.0440801490135","3"
"15","1990","1108","0.1252328336076","3"
"15","2000","659","0.07448414923051","3"
"15","2010","172","0.01944047597518","3"
"15","2015","166","0.01876231983651","3"
"15","2017","174","0.01966652802141","3"
"16","1960","810","0.09155107872036","3"
"16","1980","405","0.04577553936018","3"
"16","1990","774","0.08748214188834","3"
"16","2000","800","0.09042081848924","3"
"16","2010","173","0.0195535019983","3"
"16","2015","209","0.02362243883031","3"
"16","2017","214","0.02418756894587","3"
"17","1960","11949","1.35054795016004","3"
"17","1980","4539","0.51302511890337","3"
"17","1990","12026","1.35925095393963","3"
"17","2000","7769","0.87809917355371","3"
"17","2010","1569","0.17733783026203","3"
"17","2015","1536","0.17360797149935","3"
"17","2017","1591","0.17982440277049","3"
"18","1960","4893","0.55303633108486","3"
"18","1980","1491","0.16852180045933","3"
"18","1990","4803","0.54286398900482","3"
"18","2000","4030","0.45549487313959","3"
"18","2010","782","0.08838635007324","3"
"18","2015","765","0.08646490768034","3"
"18","2017","809","0.09143805269725","3"
"19","1960","2918","0.32980993543953","3"
"19","1980","821","0.09279436497459","3"
"19","1990","2281","0.25781235871747","3"
"19","2000","2152","0.24323200173607","3"
"19","2010","413","0.04667974754507","3"
"19","2015","399","0.04509738322151","3"
"19","2017","414","0.04679277356818","3"
"20","1960","2426","0.27420113206864","3"
"20","1980","729","0.08239597084832","3"
"20","1990","2057","0.23249452954048","3"
"20","2000","1841","0.20808090854838","3"
"20","2010","387","0.04374107094417","3"
"20","2015","363","0.04102844638949","3"
"20","2017","365","0.04125449843571","3"
"21","1960","3271","0.36970812159791","3"
"21","1980","882","0.09968895238439","3"
"21","1990","2846","0.3216720617755","3"
"21","2000","2538","0.28686004665714","3"
"21","2010","532","0.06012984429535","3"
"21","2015","497","0.05617393348644","3"
"21","2017","499","0.05639998553266","3"
"22","1960","5452","0.61621787800423","3"
"22","1980","1249","0.14116950286633","3"
"22","1990","3295","0.37242074615259","3"
"22","2000","2889","0.3265321807693","3"
"22","2010","582","0.06578114545092","3"
"22","2015","542","0.06126010452646","3"
"22","2017","544","0.06148615657268","3"
"23","1960","1064","0.1202596885907","3"
"23","1980","273","0.03085610430945","3"
"23","1990","959","0.10839195616398","3"
"23","2000","781","0.08827332405012","3"
"23","2010","151","0.01706692948984","3"
"23","2015","151","0.01706692948984","3"
"23","2017","157","0.01774508562851","3"
"24","1960","3707","0.41898746767455","3"
"24","1980","1808","0.2043510497857","3"
"24","1990","5996","0.67770403457692","3"
"24","2000","3285","0.37129048592147","3"
"24","2010","670","0.07572743548474","3"
"24","2015","665","0.07516230536918","3"
"24","2017","728","0.08228294482521","3"
"25","1960","6011","0.67939942492359","3"
"25","1980","2460","0.27804401685444","3"
"25","1990","7143","0.80734488308588","3"
"25","2000","4045","0.45719026348626","3"
"25","2010","808","0.09132502667414","3"
"25","2015","818","0.09245528690525","3"
"25","2017","825","0.09324646906703","3"
"26","1960","8198","0.92658733746857","3"
"26","1980","2758","0.31172577174168","3"
"26","1990","8401","0.94953162016022","3"
"26","2000","6440","0.72788758883845","3"
"26","2010","1137","0.12851058827784","3"
"26","2015","1167","0.13190136897119","3"
"26","2017","1238","0.13992621661211","3"
"27","1960","3548","0.40101632999981","3"
"27","1980","1567","0.17711177821581","3"
"27","1990","4345","0.49109807041973","3"
"27","2000","3402","0.38451453062553","3"
"27","2010","712","0.08047452845543","3"
"27","2015","702","0.07934426822431","3"
"27","2017","705","0.07968334629365","3"
"28","1960","3573","0.4038419805776","3"
"28","1980","539","0.06092102645713","3"
"28","1990","1570","0.17745085628515","3"
"28","2000","1544","0.17451217968425","3"
"28","2010","300","0.03390780693346","3"
"28","2015","297","0.03356872886413","3"
"28","2017","307","0.03469898909524","3"
"29","1960","5378","0.60785395229397","3"
"29","1980","1791","0.2024296073928","3"
"29","1990","4735","0.53517821943324","3"
"29","2000","3917","0.44272293252798","3"
"29","2010","761","0.08601280358789","3"
"29","2015","701","0.0792312422012","3"
"29","2017","773","0.08736911586523","3"
"30","1960","726","0.08205689277899","3"
"30","1980","221","0.02497875110765","3"
"30","1990","591","0.06679837965893","3"
"30","2000","630","0.07120639456028","3"
"30","2010","102","0.01152865435737","3"
"30","2015","120","0.01356312277338","3"
"30","2017","114","0.01288496663471","3"
"31","1960","1713","0.1936135775901","3"
"31","1980","532","0.06012984429535","3"
"31","1990","1568","0.17722480423892","3"
"31","2000","1264","0.14286489321301","3"
"31","2010","242","0.02735229759299","3"
"31","2015","225","0.0254308552001","3"
"31","2017","273","0.03085610430945","3"
"32","1960","945","0.10680959184042","3"
"32","1980","384","0.04340199287483","3"
"32","1990","1326","0.14987250664593","3"
"32","2000","1302","0.14715988209125","3"
"32","2010","359","0.04057634229705","3"
"32","2015","357","0.04035029025082","3"
"32","2017","400","0.04521040924462","3"
"33","1960","689","0.07787492992386","3"
"33","1980","285","0.03221241658679","3"
"33","1990","1117","0.12625006781561","3"
"33","2000","834","0.09426370327504","3"
"33","2010","165","0.0186492938134","3"
"33","2015","182","0.0205707362063","3"
"33","2017","176","0.01989258006763","3"
"34","1960","7208","0.81469157458813","3"
"34","1980","3519","0.39773857532958","3"
"34","1990","9487","1.07227788125938","3"
"34","2000","5019","0.56727760999692","3"
"34","2010","998","0.11279997106533","3"
"34","2015","977","0.11042642457999","3"
"34","2017","998","0.11279997106533","3"
"35","1960","1479","0.16716548818199","3"
"35","1980","761","0.08601280358789","3"
"35","1990","1384","0.1564280159864","3"
"35","2000","1104","0.12478072951516","3"
"35","2010","203","0.02294428269164","3"
"35","2015","214","0.02418756894587","3"
"35","2017","214","0.02418756894587","3"
"36","1960","26397","2.98354793207588","3"
"36","1980","8403","0.94975767220644","3"
"36","1990","20659","2.33500461146174","3"
"36","2000","10970","1.23989547353382","3"
"36","2010","2178","0.24617067833698","3"
"36","2015","2247","0.25396947393167","3"
"36","2017","2343","0.26481997215038","3"
"37","1960","6618","0.74800622095231","3"
"37","1980","1633","0.18457149574117","3"
"37","1990","5933","0.67058339512089","3"
"37","2000","5380","0.60808000434019","3"
"37","2010","1162","0.13133623885563","3"
"37","2015","1142","0.1290757183934","3"
"37","2017","1298","0.1467077779988","3"
"38","1960","621","0.07018916035227","3"
"38","1980","158","0.01785811165162","3"
"38","1990","413","0.04667974754507","3"
"38","2000","456","0.05153986653887","3"
"38","2010","124","0.01401522686583","3"
"38","2015","110","0.01243286254227","3"
"38","2017","109","0.01231983651916","3"
"39","1960","10484","1.1849648263016","3"
"39","1980","3526","0.39852975749136","3"
"39","1990","9810","1.10878528672441","3"
"39","2000","7209","0.81480460061124","3"
"39","2010","1411","0.15947971861041","3"
"39","2015","1387","0.15676709405573","3"
"39","2017","1454","0.16433983760421","3"
"40","1960","3086","0.34879830732227","3"
"40","1980","1154","0.13043203067074","3"
"40","1990","2705","0.30573539251677","3"
"40","2000","2393","0.27047127330596","3"
"40","2010","459","0.0518789446082","3"
"40","2015","469","0.05300920483932","3"
"40","2017","480","0.05425249109354","3"
"41","1960","2256","0.25498670813968","3"
"41","1980","918","0.10375788921641","3"
"41","1990","2678","0.30268368989276","3"
"41","2000","2227","0.25170895346944","3"
"41","2010","480","0.05425249109354","3"
"41","2015","439","0.04961842414597","3"
"41","2017","470","0.05312223086243","3"
"42","1960","12664","1.43136155668481","3"
"42","1980","4147","0.46871891784364","3"
"42","1990","10831","1.22418485632131","3"
"42","2000","8063","0.91132882434851","3"
"42","2010","1546","0.17473823173047","3"
"42","2015","1565","0.17688572616959","3"
"42","2017","1600","0.18084163697849","3"
"44","1960","875","0.09889777022261","3"
"44","1980","332","0.03752463967303","3"
"44","1990","850","0.09607211964482","3"
"44","2000","643","0.07267573286073","3"
"44","2010","121","0.01367614879649","3"
"44","2015","113","0.0127719406116","3"
"44","2017","124","0.01401522686583","3"
"45","1960","3847","0.43481111091017","3"
"45","1980","783","0.08849937609635","3"
"45","1990","2725","0.307995912979","3"
"45","2000","2499","0.28245203175579","3"
"45","2010","533","0.06024287031846","3"
"45","2015","548","0.06193826066513","3"
"45","2017","603","0.06815469193627","3"
"46","1960","735","0.08307412698699","3"
"46","1980","158","0.01785811165162","3"
"46","1990","477","0.05391341302421","3"
"46","2000","513","0.05798234985623","3"
"46","2010","114","0.01288496663471","3"
"46","2015","107","0.01209378447293","3"
"46","2017","102","0.01152865435737","3"
"47","1960","5554","0.62774653236161","3"
"47","1980","1535","0.17349494547624","3"
"47","1990","4371","0.49403674702063","3"
"47","2000","3794","0.42882073168526","3"
"47","2010","750","0.08476951733367","3"
"47","2015","826","0.09335949509014","3"
"47","2017","825","0.09324646906703","3"
"48","1960","15838","1.7901061540409","3"
"48","1980","6147","0.69477096406676","3"
"48","1990","20174","2.28018699025263","3"
"48","2000","14581","1.64803244298967","3"
"48","2010","3265","0.36902996545924","3"
"48","2015","3416","0.38609689494909","3"
"48","2017","3671","0.41491853084254","3"
"49","1960","870","0.09833264010705","3"
"49","1980","463","0.05233104870065","3"
"49","1990","1579","0.17846809049315","3"
"49","2000","1493","0.16874785250556","3"
"49","2010","370","0.04181962855127","3"
"49","2015","396","0.04475830515217","3"
"49","2017","385","0.04351501889795","3"
"50","1960","550","0.06216431271135","3"
"50","1980","127","0.01435430493516","3"
"50","1990","465","0.05255710074687","3"
"50","2000","424","0.0479230337993","3"
"50","2010","82","0.00926813389514","3"
"50","2015","70","0.0079118216178","3"
"50","2017","72","0.00813787366403","3"
"51","1960","5480","0.61938260665135","3"
"51","1980","2193","0.24786606868365","3"
"51","1990","6805","0.76914208727417","3"
"51","2000","4591","0.51890247210517","3"
"51","2010","985","0.11133063276488","3"
"51","2015","1049","0.11856429824402","3"
"51","2017","1021","0.1153995695969","3"
"53","1960","3260","0.36846483534368","3"
"53","1980","1827","0.20649854422482","3"
"53","1990","4850","0.54817621209107","3"
"53","2000","3584","0.40508526683183","3"
"53","2010","782","0.08838635007324","3"
"53","2015","877","0.09912382226883","3"
"53","2017","878","0.09923684829195","3"
"54","1960","1753","0.19813461851456","3"
"54","1980","390","0.0440801490135","3"
"54","1990","1008","0.11393023129645","3"
"54","2000","1032","0.11664285585113","3"
"54","2010","181","0.02045771018319","3"
"54","2015","170","0.01921442392896","3"
"54","2017","192","0.02170099643741","3"
"55","1960","3710","0.41932654574389","3"
"55","1980","1363","0.15405446950105","3"
"55","1990","3692","0.41729207732788","3"
"55","2000","3305","0.3735510063837","3"
"55","2010","656","0.07414507116118","3"
"55","2015","730","0.08250899687143","3"
"55","2017","631","0.07131942058339","3"
"56","1960","447","0.05052263233086","3"
"56","1980","137","0.01548456516628","3"
"56","1990","337","0.03808976978859","3"
"56","2000","377","0.04261081071305","3"
"56","2010","75","0.00847695173336","3"
"56","2015","86","0.00972023798759","3"
"56","2017","78","0.0088160298027","3"
"1","1960","4883","0.15893299101278","4"
"1","1980","6311","0.20541185875111","4"
"1","1990","16797","0.54671256400608","4"
"1","2000","6002","0.19535445669849","4"
"1","2010","1745","0.0567966556046","4"
"1","2015","1728","0.05624333575058","4"
"1","2017","1781","0.05796839176607","4"
"2","1960","412","0.01340986940349","4"
"2","1980","794","0.02584329200576","4"
"2","1990","3075","0.1000857971256","4"
"2","2000","834","0.02714522107406","4"
"2","2010","219","0.00712806164894","4"
"2","2015","183","0.00595632548747","4"
"2","2017","175","0.00569593967381","4"
"4","1960","2595","0.08446264830599","4"
"4","1980","4973","0.16186233141645","4"
"4","1990","16679","0.5428718732546","4"
"4","2000","10596","0.3448810101928","4"
"4","2010","2881","0.09377144114434","4"
"4","2015","3159","0.10281984816903","4"
"4","2017","3415","0.11115219420615","4"
"5","1960","2657","0.08648063836186","4"
"5","1980","3718","0.12101430689853","4"
"5","1990","9581","0.31184456008467","4"
"5","2000","2829","0.09207893335555","4"
"5","2010","747","0.02431352535051","4"
"5","2015","767","0.02496448988466","4"
"5","2017","889","0.02893537354297","4"
"6","1960","33121","1.07802981677952","4"
"6","1980","46198","1.50366297743366","4"
"6","1990","142418","4.63545335123051","4"
"6","2000","81292","2.6459104455071","4"
"6","2010","19205","0.62508869391777","4"
"6","2015","22119","0.71993422654346","4"
"6","2017","23631","0.76914714532522","4"
"8","1960","4045","0.13165757703188","4"
"8","1980","6061","0.19727480207423","4"
"8","1990","18506","0.60233748344922","4"
"8","2000","11653","0.37928448582264","4"
"8","2010","3056","0.09946738081815","4"
"8","2015","3738","0.12166527143268","4"
"8","2017","3889","0.12658005366551","4"
"9","1960","5617","0.18282338941609","4"
"9","1980","6683","0.2175197990863","4"
"9","1990","19463","0.63348613640831","4"
"9","2000","8009","0.26067874770046","4"
"9","2010","1836","0.05975854423499","4"
"9","2015","1860","0.06053970167597","4"
"9","2017","1965","0.06395726548026","4"
"10","1960","859","0.02795892674175","4"
"10","1980","1279","0.0416291819589","4"
"10","1990","3671","0.11948454024327","4"
"10","2000","1775","0.05777310240583","4"
"10","2010","336","0.01093620417372","4"
"10","2015","445","0.01448396088484","4"
"10","2017","428","0.01393064103081","4"
"11","1960","3375","0.10985026513785","4"
"11","1980","3761","0.12241388064695","4"
"11","1990","10656","0.34683390379525","4"
"11","2000","5710","0.18585037449989","4"
"11","2010","1638","0.0533139953469","4"
"11","2015","1793","0.05835897048656","4"
"11","2017","1800","0.05858680807352","4"
"12","1960","8636","0.28108648584607","4"
"12","1980","16425","0.53460462367089","4"
"12","1990","61227","1.99283027662086","4"
"12","2000","34995","1.1390251936294","4"
"12","2010","9481","0.30858973741392","4"
"12","2015","10910","0.35510115337896","4"
"12","2017","11434","0.37215642417369","4"
"13","1960","6152","0.20023669070461","4"
"13","1980","9521","0.30989166648222","4"
"13","1990","30469","0.99171191955119","4"
"13","2000","15807","0.51448981956565","4"
"13","2010","4373","0.14233339539195","4"
"13","2015","4967","0.16166704205621","4"
"13","2017","5354","0.17426320579202","4"
"15","1960","1208","0.03931825786267","4"
"15","1980","1614","0.05253283790592","4"
"15","1990","5174","0.16840452498466","4"
"15","2000","2361","0.07684636325643","4"
"15","2010","567","0.01845484454315","4"
"15","2015","660","0.02148182962695","4"
"15","2017","694","0.02258846933501","4"
"16","1960","1193","0.03883003446206","4"
"16","1980","1506","0.04901762942151","4"
"16","1990","4410","0.14353767978013","4"
"16","2000","2005","0.06525919454856","4"
"16","2010","616","0.02004970765182","4"
"16","2015","602","0.01959403247792","4"
"16","2017","650","0.02115634735988","4"
"17","1960","19571","0.63700134489272","4"
"17","1980","21976","0.71527983012429","4"
"17","1990","59072","1.92268884806617","4"
"17","2000","25727","0.83736822850417","4"
"17","2010","6016","0.19581013187239","4"
"17","2015","6600","0.21481829626958","4"
"17","2017","6678","0.21735705795276","4"
"18","1960","8505","0.27682266814739","4"
"18","1980","10050","0.3271096784105","4"
"18","1990","26765","0.87115328782657","4"
"18","2000","8022","0.26110187464766","4"
"18","2010","2033","0.06617054489637","4"
"18","2015","2254","0.07336370299873","4"
"18","2017","2517","0.0819238866228","4"
"19","1960","6090","0.19821870064875","4"
"19","1980","6117","0.19909750276985","4"
"19","1990","15458","0.50313048844472","4"
"19","2000","3913","0.12736121110649","4"
"19","2010","895","0.02913066290322","4"
"19","2015","982","0.03196235862677","4"
"19","2017","1052","0.0342407344963","4"
"20","1960","4713","0.1533997924725","4"
"20","1980","5188","0.16886020015857","4"
"20","1990","13687","0.44548757894572","4"
"20","2000","3830","0.12465970828977","4"
"20","2010","984","0.03202745508019","4"
"20","2015","1134","0.03690968908631","4"
"20","2017","1133","0.03687714085961","4"
"21","1960","4461","0.14519763934221","4"
"21","1980","5919","0.19265295388176","4"
"21","1990","16085","0.52353822659033","4"
"21","2000","5073","0.16511715408721","4"
"21","2010","1328","0.04322404506757","4"
"21","2015","1494","0.04862705070102","4"
"21","2017","1613","0.05250028967921","4"
"22","1960","5499","0.17898269866461","4"
"22","1980","7063","0.22988812523516","4"
"22","1990","19439","0.63270497896733","4"
"22","2000","6317","0.20560714811135","4"
"22","2010","1485","0.04833411666065","4"
"22","2015","1710","0.05565746766984","4"
"22","2017","1767","0.05751271659217","4"
"23","1960","1704","0.0554621783096","4"
"23","1980","2240","0.07290802782482","4"
"23","1990","6594","0.21462300690933","4"
"23","2000","1804","0.05871700098035","4"
"23","2010","432","0.01406083393764","4"
"23","2015","439","0.01428867152459","4"
"23","2017","506","0.016469402714","4"
"24","1960","5893","0.19180669998737","4"
"24","1980","8500","0.27665992701385","4"
"24","1990","27073","0.88117814165248","4"
"24","2000","13049","0.42472181030633","4"
"24","2010","3577","0.11642500693277","4"
"24","2015","3900","0.12693808415929","4"
"24","2017","4212","0.13709313089204","4"
"25","1960","12673","0.4124836770643","4"
"25","1980","14889","0.48461054744815","4"
"25","1990","41782","1.35993000829328","4"
"25","2000","17809","0.57965136943409","4"
"25","2010","4198","0.13663745571813","4"
"25","2015","4841","0.15756596549106","4"
"25","2017","5075","0.16518225054062","4"
"26","1960","15241","0.49606752324919","4"
